conta_contabil;uniorcam;saldo_atual_debito;saldo_atual_credito;especificacao;escrituracao;data_inicial;data_final;data_geracao;conferencia_externa;conferencia_saldo;conferencia_nivel;conferencia_natureza
6.3.1.4.0.00.00.00.00.00.00.000;0201;0,00;226.370,17;"RP NAO PROCESSADOS PAGOS";S;2021-01-01;2021-03-31;2021-04-22;;testRestosAPagarNaoProcessadosPagos;testFechamentoDosNiveisDasContasOrcamentariasDeRestosAPagarNaoProcessados;testFechamentoDosLancamentosNasContasOrcamentarias
6.3.1.4.0.00.00.00.00.00.00.000;0201;0,00;8.328,00;"RP NAO PROCESSADOS PAGOS";S;2021-01-01;2021-03-31;2021-04-22;;testRestosAPagarNaoProcessadosPagos;testFechamentoDosNiveisDasContasOrcamentariasDeRestosAPagarNaoProcessados;testFechamentoDosLancamentosNasContasOrcamentarias
6.3.1.7.0.00.00.00.00.00.00.000;0201;0,00;0,00;"RP NAO PROCESSADOS - INSCRICAO NO EXERCICIO";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasOrcamentariasDeRestosAPagarNaoProcessados;testFechamentoDosLancamentosNasContasOrcamentarias
6.3.1.7.1.00.00.00.00.00.00.000;0201;0,00;0,00;"RP NAO PROCESSADOS A LIQUIDAR - INSCRICAO NO EXERCICIO";S;2021-01-01;2021-03-31;2021-04-22;;"testRestosAPagarNaoProcessadosALiquidarInscricaoNoExercicioIgualAZero, testRestosAPagarNaoProcessadosALiquidarInscricaoNoExercicioIgualEmpenhadoNaoLiquidado";testFechamentoDosNiveisDasContasOrcamentariasDeRestosAPagarNaoProcessados;testFechamentoDosLancamentosNasContasOrcamentarias
6.3.1.9.0.00.00.00.00.00.00.000;0201;0,00;4.426,88;"RP NAO PROCESSADOS CANCELADOS";N;2021-01-01;2021-03-31;2021-04-22;;testRestosAPagarNaoProcessadosCancelados;testFechamentoDosNiveisDasContasOrcamentariasDeRestosAPagarNaoProcessados;testFechamentoDosLancamentosNasContasOrcamentarias
6.3.1.9.9.00.00.00.00.00.00.000;0201;0,00;4.426,88;"OUTROS CANCELAMENTOS DE RP";S;2021-01-01;2021-03-31;2021-04-22;;testRestosAPagarNaoProcessadosCancelados;testFechamentoDosNiveisDasContasOrcamentariasDeRestosAPagarNaoProcessados;testFechamentoDosLancamentosNasContasOrcamentarias
6.3.2.0.0.00.00.00.00.00.00.000;0201;0,00;32.466,35;"EXECUCAO DE RP PROCESSADOS";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasOrcamentariasDeRestosAPagarProcessados;testFechamentoDosLancamentosNasContasOrcamentarias
6.3.2.1.0.00.00.00.00.00.00.000;0201;0,00;3.400,00;"RP PROCESSADOS A PAGAR";S;2021-01-01;2021-03-31;2021-04-22;;testRestosAPagarProcessadosAPagar;testFechamentoDosNiveisDasContasOrcamentariasDeRestosAPagarProcessados;testFechamentoDosLancamentosNasContasOrcamentarias
6.3.2.2.0.00.00.00.00.00.00.000;0201;0,00;29.066,35;"RP PROCESSADOS PAGOS";S;2021-01-01;2021-03-31;2021-04-22;;testRestosAPagarProcessadosPagos;testFechamentoDosNiveisDasContasOrcamentariasDeRestosAPagarProcessados;testFechamentoDosLancamentosNasContasOrcamentarias
6.3.2.7.0.00.00.00.00.00.00.000;0201;0,00;0,00;"RP PROCESSADOS - INSCRICAO NO EXERCICIO";S;2021-01-01;2021-03-31;2021-04-22;;"testRestosAPagarProcessadosALiquidarInscricaoNoExercicioIgualAZero, testRestosAPagarProcessadosALiquidarInscricaoNoExercicioIgualEmpenhadoNaoLiquidado";testFechamentoDosNiveisDasContasOrcamentariasDeRestosAPagarProcessados;testFechamentoDosLancamentosNasContasOrcamentarias
7.0.0.0.0.00.00.00.00.00.00.000;0201;95.534.113,90;0,00;"CONTROLES DEVEDORES";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.1.0.0.0.00.00.00.00.00.00.000;0201;51.336.951,35;0,00;"ATOS POTENCIAIS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.1.1.0.0.00.00.00.00.00.00.000;0201;45.586.338,69;0,00;"ATOS POTENCIAIS ATIVOS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.1.1.3.0.00.00.00.00.00.00.000;0201;47.240,00;0,00;"DIREITOS CONTRATUAIS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.1.1.3.1.00.00.00.00.00.00.000;0201;47.240,00;0,00;"DIREITOS CONTRATUAIS - CONSOLIDACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.1.1.3.1.03.00.00.00.00.00.000;0201;47.240,00;0,00;"CONTRATOS DE ALUGUEIS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeContratosDeAlugueis;testFechamentoDosLancamentosNasContasDeControle
7.1.1.9.0.00.00.00.00.00.00.000;0201;45.539.098,69;0,00;"OUTROS ATOS POTENCIAIS ATIVOS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.1.1.9.1.00.00.00.00.00.00.000;0201;45.539.098,69;0,00;"OUTROS ATOS POTENCIAIS ATIVOS -  CONSOLIDACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.1.1.9.1.01.00.00.00.00.00.000;1201;45.363.295,71;0,00;"PLANO DE AMORTIZACAO DO DEFICIT ATUARIAL";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDePlanoDeAmortizacaoDoDeficitAtuarial;testFechamentoDosLancamentosNasContasDeControle
7.1.1.9.1.04.00.00.00.00.00.000;0201;91.804,77;0,00;"BENS DO IMOBILIZADO CEDIDOS A TERCEIROS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeBensDoImobilizadoCedidos;testFechamentoDosLancamentosNasContasDeControle
7.1.1.9.1.05.00.00.00.00.00.000;0201;83.998,21;0,00;"ATIVOS CONTINGENTES";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeAtivosContingentes;testFechamentoDosLancamentosNasContasDeControle
7.1.2.0.0.00.00.00.00.00.00.000;0201;5.750.612,66;0,00;"ATOS POTENCIAIS PASSIVOS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.1.2.2.0.00.00.00.00.00.00.000;0201;355.870,00;0,00;"OBRIGACOES CONVENIADAS E OUTROS INSTRUMENTOS CONGENERES";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.1.2.2.1.00.00.00.00.00.00.000;0201;355.870,00;0,00;"OBRIGACOES CONVENIADAS E OUTROS INSTRUMENTOS CONGENERES - CONSOLIDACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.1.2.2.1.01.00.00.00.00.00.000;0201;355.870,00;0,00;"OBRIGACOES CONVENIADAS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesConveniadas;testFechamentoDosLancamentosNasContasDeControle
7.1.2.3.0.00.00.00.00.00.00.000;0201;4.970.392,97;0,00;"OBRIGACOES CONTRATUAIS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.1.2.3.1.00.00.00.00.00.00.000;0201;4.970.392,97;0,00;"OBRIGACOES CONTRATUAIS - CONSOLIDACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.1.2.3.1.02.00.00.00.00.00.000;0201;3.198.879,42;0,00;"CONTRATOS DE SERVICOS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesDeContratosDeServicos;testFechamentoDosLancamentosNasContasDeControle
7.1.2.3.1.02.00.00.00.00.00.000;1201;20.200,00;0,00;"CONTRATOS DE SERVICOS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesDeContratosDeServicos;testFechamentoDosLancamentosNasContasDeControle
7.1.2.3.1.04.00.00.00.00.00.000;0201;824.078,05;0,00;"CONTRATOS DE FORNECIMENTO DE BENS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeObrigacoesDeContratosDeFornecimentoDeBens;testFechamentoDosLancamentosNasContasDeControle
7.1.2.3.1.99.00.00.00.00.00.000;0201;927.235,50;0,00;"OUTROS OBRIGACOES CONTRATUAIS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeOutrasObrigacoesContratuais;testFechamentoDosLancamentosNasContasDeControle
7.1.2.9.0.00.00.00.00.00.00.000;0201;424.349,69;0,00;"OUTROS ATOS POTENCIAIS PASSIVOS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.1.2.9.1.00.00.00.00.00.00.000;0201;424.349,69;0,00;"OUTROS ATOS POTENCIAIS PASSIVOS -  CONSOLIDACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.1.2.9.1.01.00.00.00.00.00.000;0201;391.101,07;0,00;"BENEFICIARIOS DE SENTENCAS JUDICIAIS INCLUIDAS NO ORCAMENTO";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDePrecatoriosIncluidosNoOrcamento;testFechamentoDosLancamentosNasContasDeControle
7.1.2.9.1.02.00.00.00.00.00.000;0201;33.248,62;0,00;"BENEFICIARIOS DE SENTENCAS JUDICIAIS AINDA NAO INCLUIDAS NO ORCAMENTO";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDePrecatoriosNaoIncluidosNoOrcamento;testFechamentoDosLancamentosNasContasDeControle
7.1.2.9.2.00.00.00.00.00.00.000;0201;0,00;0,00;"BENEFICIARIOS DE SENTENCAS JUDICIAIS AINDA NAO INCLUIDAS NO ORCAMENTO";S;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.2.0.0.0.00.00.00.00.00.00.000;0201;37.730.580,67;0,00;"ADMINISTRACAO FINANCEIRA";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.2.1.0.0.00.00.00.00.00.00.000;0201;37.730.580,67;0,00;"DISPONIBILIDADES POR DESTINACAO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.0.00.00.00.00.00.00.000;0201;37.730.580,67;0,00;"CONTROLE DA DISPONIBILIDADE DE RECURSOS";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.1.00.00.00.00.00.00.000;0201;25.593.696,81;0,00;"RECURSOS ORDINARIOS";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.1.00.01.00.00.00.00.000;0201;3.690.633,57;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - LIVRE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.1.00.01.00.00.00.00.000;0201;16,20;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - LIVRE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.1.01.00.00.00.00.00.000;0201;1.827,34;0,00;"RECURSOS ORDINARIOS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.1.01.00.00.00.00.00.000;1201;19.813.836,96;0,00;"RECURSOS ORDINARIOS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.1.99.99.00.00.00.00.000;0201;2.087.382,74;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS COMPROMETIDA POR EMPENHO - OUTROS RECURSOS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.00.20.00.00.00.00.000;0201;417.980,03;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - MDE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.00.20.00.00.00.00.000;0201;6,75;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - MDE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.00.31.00.00.00.00.000;0201;1.154.506,21;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - FUNDEB";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.00.40.00.00.00.00.000;0201;993.249,95;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ASPS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.00.40.00.00.00.00.000;0201;4,05;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ASPS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.00.50.00.00.00.00.000;1201;7.406.975,55;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - RPPS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.10.01.00.00.00.00.000;0201;33.866,83;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PNAE FUNDAMENTAL FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.10.04.00.00.00.00.000;0201;57.365,59;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - FMDMA TRASNFERENCIAS DO MIN. PUBL";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.10.05.00.00.00.00.000;0201;33.901,45;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - TAXAS E MULTAS AMBIENTAIS - LEI 2378/12";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.10.06.00.00.00.00.000;0201;1,72;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - AUXILIO COVID-19 LEI ALDIR BLANC L14017/2020";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.10.14.00.00.00.00.000;0201;128.634,32;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - Q/SE - QUOTA SALARIO EDUCACAO FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.10.16.00.00.00.00.000;0201;7.723,09;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PNATE FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.10.17.00.00.00.00.000;0201;58,15;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CONVENIO TRANSPORTE ESCOLAR FE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.10.18.00.00.00.00.000;0201;1.052,25;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CIDE FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.10.21.00.00.00.00.000;0201;10.117,59;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PSB - SCFV FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.10.31.00.00.00.00.000;0201;24.098,76;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PNAE CRECHE FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.10.33.00.00.00.00.000;0201;15.994,87;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PNAE PRE-ESCOLA FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.10.38.00.00.00.00.000;0201;9.590,75;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - IGD-BF FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.10.50.00.00.00.00.000;0201;35.253,77;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - IR DOACAO";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.10.59.00.00.00.00.000;0201;2.402,02;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PNAE EJA FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.10.64.00.00.00.00.000;0201;78.553,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PSB - PAIF FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.10.67.00.00.00.00.000;0201;1.603,66;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - IGD-SUAS FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.10.68.00.00.00.00.000;0201;634,01;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - COVID-19/SUAS PORT MC 369/2020 - EPI";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.10.69.00.00.00.00.000;0201;10.140,86;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - COVID-19/SUAS PORT MC 369/2020 - ALIM";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.10.71.00.00.00.00.000;0201;1.314,40;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PNAE AEE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.11.03.00.00.00.00.000;0201;7.991,17;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - OASF/FEAS FE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.11.12.00.00.00.00.000;0201;9.003,88;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PIT FE - PROGRAMA DE INTEGRACAO TRIBUTARIA";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.12.00.00.00.00.00.000;0201;23.461,32;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PAVIMENTACAO CONVENIO 829118 MIN CIDADES";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.12.03.00.00.00.00.000;0201;79.987,32;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PAV. URB. SICONV CONVENIO 847175/17";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.12.06.00.00.00.00.000;0201;32.425,97;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - EQUIP. PATRULHA AGRICOLA PROP045635/2018SICONV";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.12.07.00.00.00.00.000;0201;13.031,48;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - EQUIP. PATRULHA AGRICOLA PROP054169/2018SICONV";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.40.11.00.00.00.00.000;0201;134.659,62;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ATENCAO BASICA PIES FE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.40.50.00.00.00.00.000;0201;43.137,64;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - FARMACIA BASICA FE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.40.90.00.00.00.00.000;0201;30.000,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PSF FE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.41.60.00.00.00.00.000;0201;6.000,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PIM FE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.41.70.00.00.00.00.000;0201;5.346,68;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - SAMU/UPA/URGENCIAS/REMOCAO PAC - MAC";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.43.00.00.00.00.00.000;0201;3.453,63;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - Nota Fiscal Gaucha FE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.43.03.00.00.00.00.000;0201;89,29;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CONSTRUCAO DE UBS/PSF FE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.45.00.00.00.00.00.000;0201;244.125,80;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ATENCAO BASICA FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.45.01.00.00.00.00.000;0201;2.207,49;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - MAC FF - MEDIA E ALTA COMPLEXIDADE FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.45.02.00.00.00.00.000;0201;21.659,28;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - VISA FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.45.03.00.00.00.00.000;0201;49.994,36;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ASSISTENCIA FARMACEUTICA FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.45.05.00.00.00.00.000;0201;139.251,94;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - INVESTIMENTOS NA REDE DE SERVICOS DE SAUDE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.2.45.11.00.00.00.00.000;0201;13.924,33;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CUSTEIO - OUTROS PROGRAMAS FUNDO A FUNDO FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.3.00.00.00.00.00.00.000;0201;5.312,59;0,00;"RECURSOS EXTRAORCAMENTARIOS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.2.1.1.3.80.01.00.00.00.00.000;0201;846.790,44;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - RETENCOES E OUTROS EXTRAORCAMENTARIOS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
7.4.0.0.0.00.00.00.00.00.00.000;0201;639.128,96;0,00;"RISCOS FISCAIS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
